,lat,lon
0,20.674376721766333,-103.38472539617474
1,20.675536336324782,-103.38472964738767
2,20.676656663179735,-103.38474816153935
3,20.676655697148995,-103.38456313904749
4,20.676652424391754,-103.38393643763408
5,20.676654739447812,-103.38258833796436
6,20.676687141110044,-103.38136896208377
7,20.676687560268064,-103.381257761129
8,20.67668973787982,-103.38067404065269
9,20.67669262741968,-103.37990099837593
10,20.67669701518371,-103.37856725885145
11,20.676700791856184,-103.37749213062224
12,20.676698478481566,-103.37729051648533
13,20.67668467717623,-103.37608686011757
14,20.67666919352858,-103.37473727562444
15,20.67666835457654,-103.3746636272679
16,20.676675272031712,-103.37372578393354
17,20.67668824781192,-103.373667808755
18,20.676707178749194,-103.37358326759869
19,20.676726638156424,-103.37349634035556
20,20.676762645212122,-103.372647472543
21,20.67676342488302,-103.37258653461986
22,20.676774737584665,-103.37170398290041
23,20.676776230739648,-103.37164210920051
24,20.676801116971546,-103.37060966892216
25,20.676801673982972,-103.37056825489661
26,20.676813505837107,-103.36969966571131
27,20.6768077899582,-103.36963685828283
28,20.67680182279411,-103.36957136211589
29,20.676810348604434,-103.36881213478875
30,20.676813395147224,-103.36862911491723
31,20.676821680622368,-103.36815884341934
32,20.676838782372727,-103.36718891759458
33,20.676853842012303,-103.36619377348228
34,20.676854344028822,-103.36615905889207
35,20.676869230176628,-103.36512625030602
36,20.676872246640794,-103.36504427831912
37,20.676912768816948,-103.36394077280785
38,20.67693980462353,-103.3632042440614
39,20.676975005877196,-103.36224550168315
40,20.677010214830542,-103.3612862331252
41,20.677012416660574,-103.3612261343058
42,20.67703132126124,-103.36032639988456
43,20.67705162072354,-103.35936017031003
44,20.677064437944708,-103.35874994741803
45,20.6770712443169,-103.35844779860804
46,20.67709561411832,-103.35736664953642
47,20.67711618745801,-103.35645362659362
48,20.677137097878987,-103.35552531543239
49,20.677141464233987,-103.35477499197079
50,20.67674565932614,-103.35477043542976
51,20.676621222707706,-103.35476900245851
52,20.676323917311016,-103.35476558051339
53,20.675682894345098,-103.35476634044883
54,20.674901689076858,-103.35471636780149
55,20.674845809168197,-103.35641038617489
56,20.67483467493256,-103.35682390648375
57,20.674818459979715,-103.35742575046515
58,20.674790570842077,-103.35846093256903
59,20.674775471632817,-103.35902116622245
60,20.674766266707614,-103.35937704970888
61,20.674741107667447,-103.3603500550252
62,20.67471479055737,-103.36136716292
63,20.67469210172555,-103.36224385477676
64,20.674690919647556,-103.36228962865653
65,20.67467328335346,-103.36297116214448
66,20.674648696773648,-103.36389622428403
67,20.67461899304272,-103.36501373400434
68,20.67459038724196,-103.36608964126783
69,20.674562855224355,-103.3671251288495
70,20.674562348564255,-103.36714411794748
71,20.674535947795228,-103.36798678977554
72,20.67452928083339,-103.36819953817175
73,20.67451886921608,-103.36853205874148
74,20.67446741960145,-103.37017405209583
75,20.674457942242167,-103.37049973821695
76,20.674426380895948,-103.37158389134176
77,20.674397760032075,-103.37256687774868
78,20.674366007380335,-103.37365703284574
79,20.674361893260702,-103.37379832757573
80,20.674354238463522,-103.37477019373986
81,20.674343902026244,-103.37608124621181
82,20.674334458613732,-103.37727902272903
83,20.674332516180915,-103.37752468285117
84,20.67433989104021,-103.37858120287707
85,20.674349077942946,-103.379899451969
86,20.67435878992688,-103.38129393462427
87,20.674363381071547,-103.38195330324095
88,20.674366510755476,-103.38260351816406
89,20.674372980018763,-103.38394735907717
90,20.674376721766333,-103.38472539617474
91,20.67440116093885,-103.38601436703199
92,20.674414979219744,-103.38686337780571
93,20.674800650958623,-103.38711488638705
94,20.674714689108814,-103.38767002604878
95,20.674428020748877,-103.3877997776232
96,20.674425656158824,-103.38877684787938
97,20.674425675151607,-103.38950392463697
98,20.674425425106655,-103.39023927925471
99,20.674425036650902,-103.3904734012095
100,20.674422889579553,-103.39098754600334
101,20.67442064740872,-103.39147230043851
102,20.674418545635277,-103.39164495663894
103,20.674421171088593,-103.3924610372327
104,20.674428844382224,-103.39350027733079
105,20.67442911836425,-103.39400667907431
106,20.674426939047226,-103.39475518399323
107,20.67442601898861,-103.396091727411
108,20.674422922258206,-103.39740221716198
109,20.674467429944198,-103.39917468744542
110,20.674456055648307,-103.39965322806724
111,20.67446426082627,-103.39987833995946
112,20.67447081832385,-103.40041654515103
113,20.674564067027166,-103.4010706448685
114,20.674622864372374,-103.40144753746611
115,20.674690401043275,-103.4017538292137
116,20.67489940049446,-103.40270162987149
117,20.674971696875442,-103.40303829179504
118,20.675471407702496,-103.40543545590401
119,20.675619840728785,-103.40614135696728
120,20.675822256237062,-103.40693446782348
121,20.676265449264154,-103.40907251000499
122,20.676329659927315,-103.40933697076007
123,20.676721677480984,-103.41095170404996
124,20.677268551824238,-103.41347243605745
125,20.67735659121492,-103.41404572633404
126,20.677666112841607,-103.41567756607809
127,20.677964135697955,-103.41701994816097
128,20.67798350048125,-103.41710719027185
129,20.67815261664096,-103.4178689827324
130,20.67823328316476,-103.41827925246491
131,20.678397616695214,-103.41911503019541
132,20.678641581869982,-103.42045512781036
133,20.678733997052763,-103.42074929730805
134,20.67900401029295,-103.42160882355614
135,20.679172987607355,-103.42267044740753
136,20.67920633135465,-103.42282954106904
137,20.679265018093286,-103.42310957703197
138,20.679356792175856,-103.42354745916558
139,20.67954475106687,-103.4244198920617
140,20.679827338710773,-103.42573425010286
141,20.680123718523948,-103.42706729308445
142,20.6804466959534,-103.42861182796057
143,20.680732466315703,-103.4299844720645
144,20.68078563297019,-103.43023989297329
145,20.681559131258066,-103.43357213297931
146,20.681687025714048,-103.43439817731908
147,20.681884227415974,-103.43530255542551
148,20.682089654822274,-103.43622494904818
149,20.682250202513366,-103.4369634243009
150,20.68228156310635,-103.43711244710725
151,20.68249071727193,-103.43810620248145
152,20.68251037691329,-103.43818526324401
153,20.68273177275927,-103.43908807440276
154,20.68298646515399,-103.4393896719505
155,20.684656999684066,-103.44163726946223
156,20.685412837581328,-103.4425884663197
157,20.68600264687811,-103.44333689858546
158,20.686109892872942,-103.44347298252394
159,20.686473291427486,-103.44393412188381
160,20.68697135700837,-103.44454105662075
161,20.688566204276235,-103.44660657641299
162,20.689452312955776,-103.44770383077905
163,20.689640866731455,-103.44796834196595
164,20.690041160748894,-103.44847715368181
165,20.691737458811588,-103.45063339640633
166,20.69215920261745,-103.451165593973
167,20.692410638188523,-103.45148287765613
168,20.69324741300951,-103.45253882287521
169,20.69393597263964,-103.45326509051284
170,20.693986140959304,-103.45331800623086
171,20.6942916376281,-103.45364024422335
172,20.694642977091057,-103.45368252303588
173,20.694870693413925,-103.45371877655369
174,20.69499588175053,-103.4537140015109
175,20.695117498988086,-103.45367771136665
176,20.695425997288346,-103.45353435560607
177,20.69551135736418,-103.45349843282517
178,20.695771458362945,-103.45347125689048
179,20.696052033270167,-103.45352099799824
180,20.69635695883329,-103.45371422727662
181,20.69656544662284,-103.45381027325034
182,20.69679832880174,-103.45385745637883
183,20.697480912880888,-103.45367085645206
184,20.697857688645684,-103.45336783300556
185,20.697418983797355,-103.45408696911939
186,20.697304218754834,-103.45429491419969
187,20.697299237677424,-103.45469821191749
188,20.697333798876926,-103.4549357489078
189,20.697480031529995,-103.45590162196643
190,20.697696755306076,-103.45628673704536
191,20.698030473734885,-103.45685967841818
192,20.69899858807674,-103.45771231140797
193,20.702044996373083,-103.46033485130256
