,lat,lon
0,20.739429529181763,-103.31153628186493
1,20.738063263228415,-103.31194447963748
2,20.737805400629878,-103.31202284867416
3,20.73756506862556,-103.31209177705463
4,20.73715036722179,-103.31221071508062
5,20.73692016859062,-103.31228041188434
6,20.736912711467934,-103.31228267138427
7,20.736545330208845,-103.31239390306537
8,20.736012234786127,-103.31255717789602
9,20.735784399760394,-103.31262658902742
10,20.735764064106082,-103.31263278504332
11,20.73544487163232,-103.31273002816995
12,20.735177361298977,-103.31280840417331
13,20.735047253977324,-103.31284652324709
14,20.734611950504373,-103.31297405610154
15,20.73459628840869,-103.31297877047577
16,20.733434987315647,-103.31332834995884
17,20.732337026995694,-103.31365885729072
18,20.732295408431785,-103.31367138497455
19,20.731607823816244,-103.31387835914504
20,20.731062641866686,-103.31404551515831
21,20.731044350836207,-103.31405112159858
22,20.730344663044793,-103.31426565000007
23,20.73002145849921,-103.31436474550972
24,20.729541640783157,-103.3145118583216
25,20.72884932787043,-103.31472412078125
26,20.728550988237757,-103.31481558791232
27,20.72827806647485,-103.31488667913925
28,20.727360927345632,-103.31517514230072
29,20.72678925094214,-103.31534335971357
30,20.726690335671435,-103.31537246547632
31,20.72597669898942,-103.31558245669027
32,20.725825695824263,-103.31562503396464
33,20.725422465179513,-103.31573873522346
34,20.725357831888278,-103.31575696114011
35,20.725099722037495,-103.31582974185291
36,20.724874338667394,-103.31589329445215
37,20.7245415422889,-103.31598713349686
38,20.72424122015174,-103.31607181624872
39,20.72395553204235,-103.31615748800954
40,20.722981883646288,-103.31644273393688
41,20.722614985745356,-103.31656873788319
42,20.721008363069686,-103.317084481493
43,20.72070014820403,-103.31725352533232
44,20.720597433869806,-103.3173098645326
45,20.718737222958758,-103.31833010060961
46,20.718023169165118,-103.31872171973438
47,20.71732648188793,-103.31910380360543
48,20.71708286573471,-103.31923741315391
49,20.716633468346885,-103.31948387412469
50,20.71641841572967,-103.31959821238291
51,20.715622915208996,-103.32002116310579
52,20.715197445910448,-103.32024737420305
53,20.71501777203744,-103.32034290109435
54,20.714369623456633,-103.32069813110013
55,20.714020799696797,-103.32088931222289
56,20.71366957660326,-103.32108180150959
57,20.713012405052897,-103.32144197163656
58,20.71295212464212,-103.32147500614576
59,20.71228693607293,-103.32183943436087
60,20.711950630983036,-103.32202140533344
61,20.711602608337845,-103.32220971314679
62,20.711141141769996,-103.32246683260728
63,20.711052027873546,-103.32252028042309
64,20.710894692886892,-103.32258447995922
65,20.710182174170058,-103.3229782690604
66,20.70981335727339,-103.32317782427825
67,20.709507394872908,-103.32334336584331
68,20.70883552592653,-103.32370688729704
69,20.70878361835448,-103.32373526091392
70,20.70822273394142,-103.3240418389085
71,20.708197009240656,-103.32405590019556
72,20.70813314222397,-103.32409080753251
73,20.70773698337646,-103.32430734974349
74,20.70750335815764,-103.32443504472755
75,20.706712260837403,-103.32486744739138
76,20.706224711507218,-103.32513393533551
77,20.705562748337293,-103.32549575020977
78,20.705528936717023,-103.32551423045491
79,20.70501325305511,-103.32579608758103
80,20.704510333092944,-103.32607057364964
81,20.703795211617887,-103.3264792454624
82,20.703241279682445,-103.32676293347843
83,20.70187980717718,-103.3275056934861
84,20.701633300401014,-103.3276401750472
85,20.700353145111976,-103.32831009426674
86,20.698857386672273,-103.32909281634214
87,20.69877474723644,-103.32913606452902
88,20.69864126577072,-103.32920591004846
89,20.69709736494336,-103.33001380799357
90,20.696713896443338,-103.33021446861278
91,20.696463792175663,-103.33035179183766
92,20.69597563245898,-103.33061982428792
93,20.69594283624038,-103.33063782828889
94,20.695497868103203,-103.33088214365299
95,20.69541170835499,-103.33092944862601
96,20.695292680510043,-103.33099480424599
97,20.6949569007887,-103.33117916495769
98,20.69440565356669,-103.33148182292744
99,20.69385092836216,-103.33178639236282
100,20.692950519324967,-103.33228075295582
101,20.69279662771919,-103.33236524570141
102,20.692363094568652,-103.3326032655129
103,20.69219062109217,-103.33269796129478
104,20.69172509950993,-103.33295354318176
105,20.690715756322277,-103.33350768860934
106,20.689695179038846,-103.33406799647531
107,20.688753799651046,-103.33456175931538
108,20.68816127018538,-103.33483146769775
109,20.68703442994679,-103.33537110457587
110,20.68617184302634,-103.33586878608851
111,20.68609898156825,-103.33591082662143
112,20.68580566700599,-103.33608005403676
113,20.685462207441038,-103.33626216791313
114,20.684914470800347,-103.33655259319299
115,20.683966411350404,-103.3370552789719
116,20.683137321657636,-103.33749487751903
117,20.683066179458994,-103.33753259735717
118,20.682029143196868,-103.33808243886565
119,20.68144267666177,-103.33839338221473
120,20.681174120596715,-103.33850939765065
121,20.68028305146269,-103.33901384085294
122,20.67982460873709,-103.33925912303154
123,20.679299483570407,-103.33954008705432
124,20.678256663414643,-103.34009802637773
125,20.677510972597336,-103.3404866687201
126,20.677078328237304,-103.3407284581123
127,20.67674163608238,-103.34090859314658
128,20.67643366190967,-103.34107672539382
129,20.676357309455167,-103.34111849989972
130,20.675545143868163,-103.3415628553778
131,20.675322412543128,-103.34169228283073
132,20.67524529559213,-103.34172691039696
133,20.674669518669962,-103.34204192381642
134,20.674464102127438,-103.34215431196239
135,20.673849783818174,-103.34249041211012
136,20.673458754660277,-103.34270434439736
137,20.673074105172628,-103.34291479029585
138,20.67293345287138,-103.34297615562765
139,20.67252940814609,-103.3432269519297
140,20.67228966086365,-103.34334646436129
141,20.671901206667794,-103.34356059445204
142,20.67127928928904,-103.34390342040061
143,20.670730603391345,-103.34420586991673
144,20.670661549256668,-103.34424393681155
145,20.67040052713236,-103.3443878185881
146,20.66988791036306,-103.34463766993609
147,20.669727203371956,-103.34471688397343
148,20.6688444451468,-103.34523700525645
149,20.668552775190904,-103.3454461252623
150,20.6683004147977,-103.3455683779682
151,20.66788081828446,-103.34580966244991
152,20.667614816426113,-103.34591956237016
153,20.667607813912277,-103.34603332110683
154,20.66750965951159,-103.34623862071896
155,20.667206870679934,-103.34610231182671
156,20.666411506773866,-103.34654087798178
157,20.666028873564642,-103.34673990824729
158,20.665786985666166,-103.34687297408186
159,20.66511687591153,-103.34723361179577
160,20.66459559209867,-103.3474949041291
161,20.66403688159187,-103.3478031556229
162,20.663453062724606,-103.34812697194153
163,20.663440829239775,-103.34813330427343
164,20.66244408200002,-103.3486492079887
165,20.660434976928286,-103.34968907569328
166,20.660138701573036,-103.34984241460837
167,20.659842862483522,-103.34996677844865
168,20.65831863941303,-103.35062876452469
169,20.657301306516594,-103.35103429735466
170,20.65606372522093,-103.3514880437686
171,20.656015830416656,-103.35152576567613
172,20.655676657421516,-103.35179289416311
173,20.655550866659635,-103.35191164758587
174,20.655450029850066,-103.35201856721389
175,20.65533524684147,-103.35213695206484
176,20.655259848837527,-103.35221754865445
177,20.65518416436997,-103.3522965301796
178,20.654269232672522,-103.35271692060334
179,20.652715914197046,-103.3533795286247
180,20.652758824154375,-103.35351607357906
181,20.651144772651772,-103.35335604731635
182,20.650993549413712,-103.35334105537419
183,20.650430005594803,-103.35324461500818
184,20.65037101282949,-103.35323452025283
185,20.649919068561662,-103.35313750215802
186,20.649735669147578,-103.35318309502537
187,20.648221872244157,-103.35295446228645
188,20.64795515655975,-103.35291076277835
189,20.647229629227873,-103.35275942892855
190,20.647039293206767,-103.35270574232669
191,20.64683195867433,-103.35259075268783
192,20.64617891764597,-103.35258179462154
193,20.645969099448017,-103.35257000381982
194,20.64516610461383,-103.35242355143929
195,20.64402725432357,-103.35230347867311
196,20.643695198292168,-103.35225945620357
197,20.64333291812744,-103.35221648019792
198,20.642982637548986,-103.35217197973665
199,20.64212673567506,-103.35199627113242
200,20.641552908270523,-103.35192788533193
201,20.6405633404875,-103.35177472821653
202,20.640282909533024,-103.35173264796126
203,20.639824441088106,-103.35166385236127
204,20.63900810159206,-103.35153800704732
205,20.637101103478685,-103.35124483872441
206,20.6368806674965,-103.35122699278024
207,20.63648313952466,-103.35113767048492
208,20.636085916956954,-103.35109640829629
209,20.635261878870438,-103.35095333772736
210,20.63491970029598,-103.35089744031117
211,20.63356052479421,-103.35073152766017
212,20.632272762345348,-103.35026552211119
213,20.63198271490973,-103.35010948122122
214,20.63140487199341,-103.34990548094115
215,20.631110571490602,-103.34977515365625
216,20.63032009097692,-103.34942510262994
217,20.629286209705132,-103.34896726825446
218,20.628936421523456,-103.34880710807758
219,20.628243921535006,-103.34863076920843
220,20.62669668073479,-103.34813125620951
221,20.62534427245575,-103.34769465011756
222,20.624416706173573,-103.34739519934377
223,20.624373354561516,-103.34737901396471
224,20.62315839320562,-103.34692533696409
225,20.622238978565974,-103.34658202218681
226,20.621975014223786,-103.34647766101598
227,20.621487306476205,-103.34633460213405
228,20.620814817768267,-103.34605024244107
229,20.620656260319592,-103.34599103888989
230,20.62005398660924,-103.34576615338575
231,20.619890497385747,-103.3457051077028
232,20.619776207103165,-103.34563789362923
233,20.618779270886705,-103.34505160648982
234,20.618591524210775,-103.34494119992037
235,20.618181960818188,-103.34464248081478
236,20.61719292300382,-103.34392112391579
237,20.616922238899914,-103.34372369968989
238,20.61662762088734,-103.34352483386994
239,20.61631636433914,-103.34331851431148
240,20.616071219543503,-103.34315249640072
241,20.61582729423463,-103.34298460925305
242,20.615775742379075,-103.34294981663199
243,20.615276816977868,-103.34267435642484
244,20.615043872986792,-103.34254574532831
245,20.614555317067556,-103.34234183879333
246,20.614140940490696,-103.34216889604573
247,20.613914057702374,-103.34207420365166
248,20.613648937837866,-103.34196355436379
249,20.613354205931795,-103.34184054307472
250,20.61308935616597,-103.3417448742666
251,20.612610701317077,-103.342992234145
252,20.612551190177253,-103.34309582001323
253,20.612290323267892,-103.34297739927551
254,20.61221895749632,-103.34294500057946
255,20.61216895716729,-103.34292787722686
256,20.611793995503923,-103.34279947258894
257,20.61175063494475,-103.3427842731187
258,20.611380024836702,-103.34267069323762
259,20.61108904666689,-103.34258017571983
260,20.610794634647995,-103.34248859135559
261,20.61074862675239,-103.3424761560251
262,20.610458940036487,-103.34239785979928
263,20.610410987443796,-103.3423860998855
264,20.610341684349304,-103.34236910321448
265,20.61001080868894,-103.34235981534394
266,20.60965614693091,-103.34239367670702
267,20.609631289643904,-103.34240142720772
268,20.609157434166974,-103.34254919340246
269,20.609048087532123,-103.34263116885765
270,20.60884936489652,-103.34269132095194
271,20.608769208495694,-103.3427313254357
272,20.608615728627452,-103.34277876401615
273,20.608308029190464,-103.34289636680471
274,20.608206976266228,-103.3429389197488
275,20.608003673437,-103.34302637744416
276,20.607931936319517,-103.34306548647237
277,20.607858617604162,-103.3431054568456
278,20.60772865989588,-103.34323863800935
279,20.607576677329643,-103.34335655206107
280,20.607438910340946,-103.34343555210795
281,20.607293408558732,-103.34346812356547
282,20.607089742971983,-103.343516822926
283,20.60704637108556,-103.34355604889443
284,20.607010574505185,-103.34352892202847
285,20.60652816405103,-103.34364284676468
286,20.606463176470083,-103.34365670358306
287,20.606459083762694,-103.34365757674443
288,20.60616089269235,-103.34372115764036
289,20.605816489601505,-103.34381133523938
